"playerId","fminsideId","known_name","long_name","year_birth","month_birth","day_birth","age","height_cm","weight_kg","jerseyNumber","country_code","sofifaId","position","Acceleration/speed","Dribbling","Aggression","Ball Control","Crossing","Decision Making","Finishing","Heading","Interceptions","Long Passing","Short Passing","Long Shots","Positioning and Marking","Tackling","Strength","Stamina","GK Diving/One to One","GK Handling","GK Kicking","GK Positioning","GK Reflexes","Height","bucket"
90152,85075627,"Raphaël Varane","Raphaël  Varane",1993,4,25,30,191,81,19,"FRA",201535,"CB",80.5,61.5,78,75,42,70.5,46,82.5,84,77,78,52.5,85,84.5,87,67,11,11,9,5,14,191,"Central_defenders"
250370,29176912,"Nathan Bishop","Nathan  Bishop",1999,10,15,23,185,72,30,"ENG",237188,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
76359,28027433,"Phil Jones","Phil  Jones",1992,2,21,31,180,71,4,"ENG",194957,"CB",37.5,53.5,86,54,58,57,44,77.5,74,66,69,58.5,73,74.5,75,28,10,8,6,16,11,185,"Central_defenders"
76359,28027433,"Phil Jones","Phil  Jones",1992,2,21,31,180,71,4,"ENG",194957,"CB",37.5,53.5,86,54,58,57,44,77.5,74,66,69,58.5,73,74.5,75,28,10,8,6,16,11,185,"Central_defenders"
488404,78095389,"Facundo Pellistri","Facundo  Pellistri",2001,12,20,21,175,69,28,"URU",253283,"RM",82.5,78.5,42,71,66,64,63,61.5,31,58,67,64.5,35,25.5,60,72,9,12,7,8,7,175,"Side_midfielders"
488404,78095389,"Facundo Pellistri","Facundo  Pellistri",2001,12,20,21,175,69,28,"URU",253283,"RM",82.5,78.5,42,71,66,64,63,61.5,31,58,67,64.5,35,25.5,60,72,9,12,7,8,7,175,"Side_midfielders"
472464,2000017587,"Shola Shoretire","Shola  Shoretire",2004,2,2,19,170,NA,47,"c(""ENG"", ""NGA"")",260910,"RM",72.5,74.5,62,64,55,64.5,59,43,38,58,63,54.5,35,40,55,59,7,7,8,5,9,175,"Side_midfielders"
472464,2000017587,"Shola Shoretire","Shola  Shoretire",2004,2,2,19,170,NA,47,"c(""ENG"", ""NGA"")",260910,"RM",72.5,74.5,62,64,55,64.5,59,43,38,58,63,54.5,35,40,55,59,7,7,8,5,9,175,"Side_midfielders"
449434,28121568,"Anthony Elanga","Anthony  Elanga",2002,4,27,21,178,NA,36,"SWE",257470,"RW",88,79.5,42,73,67,67,70,76.5,31,45,68,63.5,35,35.5,52,75,13,5,13,8,10,178,"Wingers"
95658,28049740,"Harry Maguire","Harry  Maguire",1993,3,5,30,194,90,5,"ENG",203263,"CB",48,55,84,73,51,72.5,48,86,82,80,78,67,77,79,90,70,14,16,9,14,9,194,"Central_defenders"
95658,28049740,"Harry Maguire","Harry  Maguire",1993,3,5,30,194,90,5,"ENG",203263,"CB",48,55,84,73,51,72.5,48,86,82,80,78,67,77,79,90,70,14,16,9,14,9,194,"Central_defenders"
491454,28127220,"Bjorn Hardley","Bjorn  Hardley",2002,12,19,20,NA,NA,64,"NED",255768,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
141746,43124203,"Bruno Fernandes","Bruno Fernandes",1994,9,8,28,179,69,8,"POR",212198,"CAM",72,78.5,80,84,85,85,83,67.5,64,88,88,88,66,69,66,92,12,14,15,8,14,179,"Attacking_midfielders"
461529,28127216,"Charlie Savage","Charlie  Savage",2003,5,2,20,NA,NA,72,"WAL",265789,"CDM",58,60,52,61,55,65.5,37,52.5,55,65,65,51,58,56,59,62,8,7,15,9,11,182,"Definsive_midfielders"
461548,28127217,"Zidane Iqbal","Zidane Iqbal",2003,4,27,20,NA,NA,55,"c(""IRQ"", ""ENG"")",265788,"CM",66.5,72,54,64,52,66.5,58,46.5,50,60,64,57.5,48,49.5,53,62,6,10,9,8,5,181,"Central_midfielders"
461548,28127217,"Zidane Iqbal","Zidane Iqbal",2003,4,27,20,NA,NA,55,"c(""IRQ"", ""ENG"")",265788,"CM",66.5,72,54,64,52,66.5,58,46.5,50,60,64,57.5,48,49.5,53,62,6,10,9,8,5,181,"Central_midfielders"
450070,37065567,"Crysencio Summerville","Crysencio  Summerville",2001,10,30,21,174,NA,10,"NED",251954,"RM",88,79.5,34,71,64,62,65,38,17,47,63,65,21,25,50,69,9,9,15,11,10,174,"Side_midfielders"
450070,37065567,"Crysencio Summerville","Crysencio  Summerville",2001,10,30,21,174,NA,10,"NED",251954,"RM",88,79.5,34,71,64,62,65,38,17,47,63,65,21,25,50,69,9,9,15,11,10,174,"Side_midfielders"
467113,29174739,"Alfie McCalmont","Alfie  McCalmont",2000,3,25,23,NA,NA,38,"NIR",247336,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
106617,28059632,"Patrick Bamford","Patrick James Bamford",1993,9,5,29,185,71,9,"ENG",206534,"ST",81,68.5,65,78,59,75.5,82,71.5,47,63,73,74.5,50,23.5,76,89,9,7,11,6,16,185,"Strikers"
106617,28059632,"Patrick Bamford","Patrick James Bamford",1993,9,5,29,185,71,9,"ENG",206534,"ST",81,68.5,65,78,59,75.5,82,71.5,47,63,73,74.5,50,23.5,76,89,9,7,11,6,16,185,"Strikers"
106617,28059632,"Patrick Bamford","Patrick James Bamford",1993,9,5,29,185,71,9,"ENG",206534,"ST",81,68.5,65,78,59,75.5,82,71.5,47,63,73,74.5,50,23.5,76,89,9,7,11,6,16,185,"Strikers"
222694,37059452,"Pascal Struijk","Pascal  Struijk",1999,8,11,23,190,79,21,"NED",239360,"CB",58.5,56,76,72,42,65,31,73.5,79,73,75,46,76,76.5,78,74,14,8,8,10,14,190,"Central_defenders"
222694,37059452,"Pascal Struijk","Pascal  Struijk",1999,8,11,23,190,79,21,"NED",239360,"CB",58.5,56,76,72,42,65,31,73.5,79,73,75,46,76,76.5,78,74,14,8,8,10,14,190,"Central_defenders"
72222,54005896,"Mateusz Klich","Mateusz  Klich",1990,6,13,33,183,84,43,"POL",192955,"CM",65,67,63,75,68,77.5,72,56.5,67,73,77,70,68,65,73,79,11,16,12,11,14,183,"Central_midfielders"
72222,54005896,"Mateusz Klich","Mateusz  Klich",1990,6,13,33,183,84,43,"POL",192955,"CM",65,67,63,75,68,77.5,72,56.5,67,73,77,70,68,65,73,79,11,16,12,11,14,183,"Central_midfielders"
193645,91147345,"Robin Koch","Robin  Koch",1996,7,17,27,192,85,5,"GER",236532,"CB",61,61,73,70,40,69,27,71,78,71,73,49,78,77,76,70,9,6,15,8,6,191,"Central_defenders"
193645,91147345,"Robin Koch","Robin  Koch",1996,7,17,27,192,85,5,"GER",236532,"CB",61,61,73,70,40,69,27,71,78,71,73,49,78,77,76,70,9,6,15,8,6,191,"Central_defenders"
437495,49040115,"Illan Meslier","Illan  Meslier",2000,3,2,23,197,74,1,"FRA",242656,"GK",38.5,31,27,35,18,65,11,28.5,19,50,50,36,22,18,53,40,79,76,73,72,81,196,"Goalkeeper"
234370,67211094,"Marc Roca","Marc  Roca",1996,11,26,26,184,77,8,"ESP",235945,"CDM",45,70,69,76,65,77,59,49.5,74,85,81,67,73,71.5,66,70,12,11,11,10,8,184,"Definsive_midfielders"
224995,76047347,"Luis Sinisterra","Luis  Sinisterra",1999,6,17,24,172,60,23,"COL",233500,"LM",89.5,90,56,83,68,77,77,79,50,67,78,70,56,47.5,57,77,15,13,9,13,9,172,"Side_midfielders"
224995,76047347,"Luis Sinisterra","Luis  Sinisterra",1999,6,17,24,172,60,23,"COL",233500,"LM",89.5,90,56,83,68,77,77,79,50,67,78,70,56,47.5,57,77,15,13,9,13,9,172,"Side_midfielders"
55914,28020241,"Liam Cooper","Liam David Ian Cooper",1991,8,30,31,180,73,6,"SCO",189456,"CB",48.5,54,79,62,45,57.5,26,77,77,65,72,45,76,77.5,80,67,10,12,10,9,15,187,"Central_defenders"
55914,28020241,"Liam Cooper","Liam David Ian Cooper",1991,8,30,31,180,73,6,"SCO",189456,"CB",48.5,54,79,62,45,57.5,26,77,77,65,72,45,76,77.5,80,67,10,12,10,9,15,187,"Central_defenders"
149915,67011217,"Diego Llorente","Diego  Llorente",1993,8,16,29,186,75,14,"ESP",212602,"CB",67,63,86,75,55,65,39,77,77,72,75,41,70,74,78,69,8,12,11,9,7,186,"Central_defenders"
149915,67011217,"Diego Llorente","Diego  Llorente",1993,8,16,29,186,75,14,"ESP",212602,"CB",67,63,86,75,55,65,39,77,77,72,75,41,70,74,78,69,8,12,11,9,7,186,"Central_defenders"
87873,52014865,"Stuart Dallas","Stuart  Dallas",1991,4,19,32,183,81,15,"NIR",203570,"CM",69.5,73,68,75,66,74.5,71,60,74,71,76,71,74,73.5,73,92,13,7,11,13,7,180,"Central_midfielders"
87873,52014865,"Stuart Dallas","Stuart  Dallas",1991,4,19,32,183,81,15,"NIR",203570,"CM",69.5,73,68,75,66,74.5,71,60,74,71,76,71,74,73.5,73,92,13,7,11,13,7,180,"Central_midfielders"
221399,72045910,"Jack Harrison","Jack  Harrison",1996,11,20,26,175,70,11,"ENG",232080,"LM",80.5,81,65,79,76,74,71,54,44,55,74,73,60,43.5,64,85,11,8,10,6,11,175,"Side_midfielders"
221399,72045910,"Jack Harrison","Jack  Harrison",1996,11,20,26,175,70,11,"ENG",232080,"LM",80.5,81,65,79,76,74,71,54,44,55,74,73,60,43.5,64,85,11,8,10,6,11,175,"Side_midfielders"
78315,67037306,"Joel Robles","Joel  Robles",1990,6,17,33,195,78,22,"ESP",195668,"GK",53,34,23,25,12,47.5,11,35.5,22,26,15,32.5,11,12.5,72,25,76,73,72,73,77,195,"Goalkeeper"
66588,28011526,"Luke Ayling","Luke  Ayling",1991,8,25,31,185,72,2,"ENG",186156,"RB",63.5,68.5,66,72,68,66.5,52,70.5,73,63,72,64.5,75,77.5,74,83,9,11,11,9,8,185,"Full_backs"
462635,222724,"Joe Gelhardt","Joe  Gelhardt",2002,5,4,21,175,65,30,"ENG",246053,"ST",75,77,60,76,48,68.5,73,63.5,23,58,69,73,32,20.5,74,71,6,13,6,10,12,179,"Strikers"
462635,222724,"Joe Gelhardt","Joe  Gelhardt",2002,5,4,21,175,65,30,"ENG",246053,"ST",75,77,60,76,48,68.5,73,63.5,23,58,69,73,32,20.5,74,71,6,13,6,10,12,179,"Strikers"
462635,222724,"Joe Gelhardt","Joe  Gelhardt",2002,5,4,21,175,65,30,"ENG",246053,"ST",75,77,60,76,48,68.5,73,63.5,23,58,69,73,32,20.5,74,71,6,13,6,10,12,179,"Strikers"
248937,28122040,"Sam Greenwood","Sam  Greenwood",2002,1,26,21,185,NA,42,"ENG",253407,"CAM",71,66,71,70,52,67,66,59,46,66,70,63,48,57,65,70,10,13,11,11,7,180,"Attacking_midfielders"
80179,28027622,"Adam Forshaw","Adam  Forshaw",1991,10,8,31,174,71,4,"ENG",193910,"CDM",61.5,72.5,73,75,64,75.5,59,45,65,76,79,64.5,68,68.5,64,85,10,7,12,13,16,174,"Definsive_midfielders"
223081,53131627,"Kristoffer Klaesson","Kristoffer  Klaesson",2000,11,27,22,189,76,13,"NOR",237935,"GK",34,35.5,30,28,11,42.5,10,37,11,29,33,29.5,10,13.5,57,24,64,60,63,64,69,189,"Goalkeeper"
477547,29237773,"Leo Hjelde","Leo  Hjelde",2003,8,26,19,188,NA,33,"NOR",253969,"CB",70,58,61,62,55,52,32,64.5,62,56,65,30,64,65,73,55,10,13,11,9,8,188,"Central_defenders"
477547,29237773,"Leo Hjelde","Leo  Hjelde",2003,8,26,19,188,NA,33,"NOR",253969,"CB",70,58,61,62,55,52,32,64.5,62,56,65,30,64,65,73,55,10,13,11,9,8,188,"Central_defenders"
444145,19351309,"Gabriel Martinelli","Gabriel Martinelli",2001,6,18,22,178,75,11,"BRA",251566,"LM",87,82,77,79,73,74.5,76,63.5,37,50,71,67.5,44,43.5,61,78,10,6,7,6,6,178,"Side_midfielders"
444145,19351309,"Gabriel Martinelli","Gabriel Martinelli",2001,6,18,22,178,75,11,"BRA",251566,"LM",87,82,77,79,73,74.5,76,63.5,37,50,71,67.5,44,43.5,61,78,10,6,7,6,6,178,"Side_midfielders"
225321,29137172,"Aaron Ramsdale","Aaron  Ramsdale",1998,5,14,25,188,88,1,"ENG",233934,"GK",48.5,35.5,35,35,15,64.5,14,40.5,24,54,54,39.5,20,15.5,59,35,83,77,85,78,84,191,"Goalkeeper"
462424,49039004,"William Saliba","William  Saliba",2001,3,24,22,192,92,12,"FRA",243715,"CB",77.5,60,82,78,58,69,37,69,83,73,78,41.5,80,81.5,83,69,7,10,6,8,11,192,"Central_defenders"
462424,49039004,"William Saliba","William  Saliba",2001,3,24,22,192,92,12,"FRA",243715,"CB",77.5,60,82,78,58,69,37,69,83,73,78,41.5,80,81.5,83,69,7,10,6,8,11,192,"Central_defenders"
205651,19220266,"Gabriel Jesus","Gabriel Jesus",1997,4,3,26,175,73,9,"BRA",230666,"ST",84.5,89,75,85,74,77.5,83,78.5,32,66,78,80.5,45,29,69,82,13,8,6,6,15,175,"Strikers"
205651,19220266,"Gabriel Jesus","Gabriel Jesus",1997,4,3,26,175,73,9,"BRA",230666,"ST",84.5,89,75,85,74,77.5,83,78.5,32,66,78,80.5,45,29,69,82,13,8,6,6,15,175,"Strikers"
205651,19220266,"Gabriel Jesus","Gabriel Jesus",1997,4,3,26,175,73,9,"BRA",230666,"ST",84.5,89,75,85,74,77.5,83,78.5,32,66,78,80.5,45,29,69,82,13,8,6,6,15,175,"Strikers"
223723,45095490,"Takehiro Tomiyasu","Takehiro  Tomiyasu",1998,11,5,24,187,70,18,"JPN",232938,"RB",74,69,78,75,65,67.5,29,72,78,70,75,35,81,80.5,80,80,9,14,6,5,11,188,"Full_backs"
192895,61070563,"Kieran Tierney","Kieran  Tierney",1997,6,5,26,178,70,3,"SCO",226491,"LB",84.5,77.5,84,77,83,74.5,52,70,77,68,78,72.5,78,77.5,74,86,13,16,8,12,13,178,"Full_backs"
156074,29108071,"Rob Holding","Rob  Holding",1995,9,20,27,189,81,16,"ENG",228295,"CB",54.5,59,75,69,50,65.5,30,74,78,66,75,37.5,77,79.5,78,61,14,11,10,14,13,189,"Central_defenders"
156074,29108071,"Rob Holding","Rob  Holding",1995,9,20,27,189,81,16,"ENG",228295,"CB",54.5,59,75,69,50,65.5,30,74,78,66,75,37.5,77,79.5,78,61,14,11,10,14,13,189,"Central_defenders"
153256,12065054,"Mohamed Elneny","Mohamed Elneny",1992,7,11,31,179,72,25,"EGY",211454,"CDM",56,66.5,73,75,64,72,57,65,75,76,77,73.5,74,73,68,83,7,15,15,12,6,179,"Definsive_midfielders"
167199,67175052,"Thomas Partey","Thomas Teye Partey",1993,6,13,30,185,77,5,"GHA",209989,"CDM",64.5,75.5,84,83,74,85.5,66,75.5,81,85,85,82,80,82,84,82,11,13,9,9,7,185,"Definsive_midfielders"
184029,53095137,"Martin Ødegaard","Martin  Ødegaard",1998,12,17,24,178,68,8,"NOR",222665,"CAM",76.5,85,63,85,84,82,75,49,65,84,88,76.5,65,50,56,79,14,15,15,8,10,178,"Attacking_midfielders"
223340,28122642,"Bukayo Saka","Bukayo  Saka",2001,9,5,21,178,72,7,"ENG",246669,"RM",84.5,83.5,66,82,81,80,77,49.5,68,65,80,70.5,65,68,58,80,7,8,13,9,13,178,"Side_midfielders"
223340,28122642,"Bukayo Saka","Bukayo  Saka",2001,9,5,21,178,72,7,"ENG",246669,"RM",84.5,83.5,66,82,81,80,77,49.5,68,65,80,70.5,65,68,58,80,7,8,13,9,13,178,"Side_midfielders"
200641,28107919,"Reiss Nelson","Reiss  Nelson",1999,12,10,23,175,71,24,"ENG",231448,"RW",86.5,80,42,77,67,65.5,68,40,42,58,72,60.5,31,37,53,70,12,12,11,11,15,175,"Wingers"
206325,71081391,"Oleksandr Zinchenko","Oleksandr  Zinchenko",1996,12,15,26,175,64,35,"UKR",227813,"LB",68.5,79,74,82,81,79,58,71,77,78,81,74,78,77,63,75,15,11,13,11,11,175,"Full_backs"
209289,28109599,"Emile Smith Rowe","Emile  Smith Rowe",2000,7,28,22,182,79,10,"ENG",240273,"LM",78,79.5,52,81,74,79,74,35,28,67,81,68.5,37,30.5,61,75,11,8,14,8,10,182,"Side_midfielders"
209289,28109599,"Emile Smith Rowe","Emile  Smith Rowe",2000,7,28,22,182,79,10,"ENG",240273,"LM",78,79.5,52,81,74,79,74,35,28,67,81,68.5,37,30.5,61,75,11,8,14,8,10,182,"Side_midfielders"
198869,29141472,"Ben White","Ben  White",1997,10,8,25,186,76,4,"ENG",231936,"CB",69.5,67.5,78,76,53,74,22,76.5,83,79,80,37.5,82,80.5,76,75,8,11,12,5,6,185,"Central_defenders"
198869,29141472,"Ben White","Ben  White",1997,10,8,25,186,76,4,"ENG",231936,"CB",69.5,67.5,78,76,53,74,22,76.5,83,79,80,37.5,82,80.5,76,75,8,11,12,5,6,185,"Central_defenders"
205533,28106687,"Eddie Nketiah","Eddie Keddar Nketiah",1999,5,30,24,175,72,14,"ENG",236988,"ST",81.5,77,52,74,43,63,75,69.5,19,45,67,66,22,17,59,69,12,10,11,9,5,180,"Strikers"
205533,28106687,"Eddie Nketiah","Eddie Keddar Nketiah",1999,5,30,24,175,72,14,"ENG",236988,"ST",81.5,77,52,74,43,63,75,69.5,19,45,67,66,22,17,59,69,12,10,11,9,5,180,"Strikers"
205533,28106687,"Eddie Nketiah","Eddie Keddar Nketiah",1999,5,30,24,175,72,14,"ENG",236988,"ST",81.5,77,52,74,43,63,75,69.5,19,45,67,66,22,17,59,69,12,10,11,9,5,180,"Strikers"
224068,72046884,"Matt Turner","Matt  Turner",1994,6,24,29,191,84,30,"USA",233267,"GK",38.5,32,25,24,13,57,15,34.5,27,29,24,34,11,11,64,35,76,75,67,79,77,191,"Goalkeeper"
84450,98003821,"Granit Xhaka","Granit  Xhaka",1992,9,27,30,186,80,34,"SUI",199503,"CDM",49,57.5,91,80,71,72,50,47.5,71,84,84,82.5,71,68,79,82,7,8,11,7,13,185,"Definsive_midfielders"
232241,28116314,"Matt Smith","Matt  Smith",2000,10,5,22,176,NA,72,"ENG",247731,"CM",65,69.5,59,66,45,63.5,53,46,60,65,66,58,61,61,54,75,11,14,14,9,15,176,"Central_midfielders"
232241,28116314,"Matt Smith","Matt  Smith",2000,10,5,22,176,NA,72,"ENG",247731,"CM",65,69.5,59,66,45,63.5,53,46,60,65,66,58,61,61,54,75,11,14,14,9,15,176,"Central_midfielders"
438098,83174759,"Fábio Vieira","Fábio Vieira",2000,5,30,23,170,58,21,"POR",256958,"CAM",75,77,51,80,73,78.5,69,46.5,33,76,79,73.5,41,38.5,48,62,9,5,15,13,6,176,"Attacking_midfielders"
437742,18097160,"Albert Sambi Lokonga","Albert  Sambi Lokonga",1999,10,22,23,173,67,23,"BEL",241928,"CM",66,78,72,81,68,77.5,53,66,77,77,79,65.5,64,70.5,63,79,14,7,6,13,9,183,"Central_midfielders"
437742,18097160,"Albert Sambi Lokonga","Albert  Sambi Lokonga",1999,10,22,23,173,67,23,"BEL",241928,"CM",66,78,72,81,68,77.5,53,66,77,77,79,65.5,64,70.5,63,79,14,7,6,13,9,183,"Central_midfielders"
179018,79024232,"Miguel Almirón","Miguel  Almirón",1994,2,10,29,174,70,24,"PAR",230977,"RM",86.5,83,69,77,70,73.5,71,45.5,55,67,77,71.5,54,52.5,53,77,6,9,13,13,12,174,"Side_midfielders"
179018,79024232,"Miguel Almirón","Miguel  Almirón",1994,2,10,29,174,70,24,"PAR",230977,"RM",86.5,83,69,77,70,73.5,71,45.5,55,67,77,71.5,54,52.5,53,77,6,9,13,13,12,174,"Side_midfielders"
101148,28059634,"Jamaal Lascelles","Jamaal  Lascelles",1993,11,11,29,188,89,6,"ENG",203487,"CB",40.5,49,82,60,46,51.5,34,80,76,55,61,39,74,75,84,51,10,15,7,10,15,188,"Central_defenders"
101148,28059634,"Jamaal Lascelles","Jamaal  Lascelles",1993,11,11,29,188,89,6,"ENG",203487,"CB",40.5,49,82,60,46,51.5,34,80,76,55,61,39,74,75,84,51,10,15,7,10,15,188,"Central_defenders"
50232,28011776,"Jonjo Shelvey","Jonjo  Shelvey",1992,2,27,31,184,80,8,"ENG",189165,"CM",40.5,64,83,77,75,81,62,64.5,62,85,83,82,60,61.5,71,75,14,11,15,8,16,184,"Central_midfielders"
50232,28011776,"Jonjo Shelvey","Jonjo  Shelvey",1992,2,27,31,184,80,8,"ENG",189165,"CM",40.5,64,83,77,75,81,62,64.5,62,85,83,82,60,61.5,71,75,14,11,15,8,16,184,"Central_midfielders"
109528,67141802,"Javier Manquillo","Javier  Manquillo",1994,5,5,29,178,76,19,"ESP",210972,"RB",69,70.5,68,74,73,52.5,32,64,74,62,70,56.5,73,74.5,60,72,14,7,14,12,13,178,"Full_backs"
194799,28105687,"Jamal Lewis","Jamal  Lewis",1998,1,25,25,178,70,12,"c(""NIR"", ""ENG"")",231292,"LB",74.5,73,65,73,69,66,53,62.5,68,64,73,52,68,71.5,66,66,14,7,5,5,13,178,"Full_backs"
56983,151741,"Matt Ritchie","Matt Thomas Ritchie",1989,9,10,33,172,76,11,"c(""SCO"", ""ENG"")",186395,"RM",60,71.5,82,76,78,73,68,54.5,69,72,75,76.5,68,69,60,61,15,8,11,14,13,172,"Side_midfielders"
56983,151741,"Matt Ritchie","Matt Thomas Ritchie",1989,9,10,33,172,76,11,"c(""SCO"", ""ENG"")",186395,"RM",60,71.5,82,76,78,73,68,54.5,69,72,75,76.5,68,69,60,61,15,8,11,14,13,172,"Side_midfielders"
119471,98007212,"Fabian Schär","Fabian  Schär",1991,12,20,31,186,84,5,"SUI",210047,"CB",54,60.5,74,72,65,72,60,78.5,81,76,75,76,79,78,78,66,8,9,11,10,15,188,"Central_defenders"
119471,98007212,"Fabian Schär","Fabian  Schär",1991,12,20,31,186,84,5,"SUI",210047,"CB",54,60.5,74,72,65,72,60,78.5,81,76,75,76,79,78,78,66,8,9,11,10,15,188,"Central_defenders"
170137,85132406,"Allan Saint-Maximin","Allan Irénée Saint-Maximin",1997,3,12,26,173,67,10,"FRA",216388,"LM",90.5,92.5,43,83,73,79,72,63,20,64,76,76,29,22,73,77,10,9,12,7,7,173,"Side_midfielders"
170137,85132406,"Allan Saint-Maximin","Allan Irénée Saint-Maximin",1997,3,12,26,173,67,10,"FRA",216388,"LM",90.5,92.5,43,83,73,79,72,63,20,64,76,76,29,22,73,77,10,9,12,7,7,173,"Side_midfielders"
98747,29083750,"Nick Pope","Nick David Pope",1992,4,19,31,191,76,22,"ENG",203841,"GK",48.5,25.5,36,24,11,56.5,14,41.5,21,52,29,35.5,14,14.5,75,37,80,82,75,80,83,199,"Goalkeeper"
